Date,Open,High,Low,Close,Adj Close,Volume
2012-06-26,1583.500000,1583.500000,1567.699951,1574.000000,1574.000000,104
2012-06-27,1567.000000,1577.500000,1563.000000,1577.500000,1577.500000,220
2012-06-28,1573.699951,1573.699951,1548.400024,1549.699951,1549.699951,133
2012-06-29,1562.599976,1603.500000,1561.900024,1603.500000,1603.500000,61
2012-07-01,null,null,null,null,null,null
2012-07-02,1597.099976,1598.300049,1589.699951,1597.199951,1597.199951,35
2012-07-03,null,null,null,null,null,null
2012-07-05,1618.500000,1619.199951,1598.000000,1608.900024,1608.900024,27
2012-07-06,1592.300049,1593.800049,1578.400024,1578.400024,1578.400024,15
2012-07-08,null,null,null,null,null,null
2012-07-09,1582.099976,1588.599976,1580.900024,1588.599976,1588.599976,5
2012-07-10,1599.199951,1599.800049,1567.599976,1579.300049,1579.300049,12
2012-07-11,1577.400024,1579.500000,1575.199951,1575.199951,1575.199951,12
2012-07-12,1569.300049,1574.699951,1557.199951,1564.900024,1564.900024,44
2012-07-13,1567.800049,1594.099976,1567.800049,1591.599976,1591.599976,26
2012-07-15,null,null,null,null,null,null
2012-07-16,1586.199951,1591.199951,1585.800049,1591.199951,1591.199951,7
2012-07-17,1596.000000,1596.000000,1576.300049,1589.099976,1589.099976,27
2012-07-18,1581.199951,1583.699951,1569.900024,1570.400024,1570.400024,30
2012-07-19,1580.000000,1586.900024,1578.400024,1580.099976,1580.099976,60
2012-07-20,1583.900024,1584.400024,1576.099976,1582.500000,1582.500000,5
2012-07-22,null,null,null,null,null,null
2012-07-23,1571.699951,1577.099976,1569.800049,1577.099976,1577.099976,4
2012-07-24,1574.000000,1581.900024,1574.000000,1576.000000,1576.000000,9
2012-07-25,1583.699951,1608.000000,1583.300049,1608.000000,1608.000000,12
2012-07-26,1614.900024,1615.000000,1614.099976,1615.000000,1615.000000,7
2012-07-27,1613.400024,1617.900024,1613.400024,1617.900024,1617.900024,197976
2012-07-29,null,null,null,null,null,null
2012-07-30,1622.900024,1625.800049,1613.099976,1619.699951,1619.699951,52890
2012-07-31,1621.099976,1627.500000,1610.000000,1610.500000,1610.500000,6281
2012-08-01,1613.400024,1617.199951,1592.000000,1603.699951,1603.699951,3530
2012-08-02,1600.000000,1615.000000,1583.099976,1587.400024,1587.400024,933
2012-08-03,1589.300049,1606.000000,1585.099976,1606.000000,1606.000000,676
2012-08-05,null,null,null,null,null,null
2012-08-06,1604.699951,1614.099976,1603.199951,1612.900024,1612.900024,662
2012-08-07,1610.800049,1615.699951,1609.300049,1609.699951,1609.699951,449
2012-08-08,1610.199951,1614.800049,1603.000000,1612.900024,1612.900024,341
2012-08-09,1612.800049,1617.199951,1610.099976,1617.099976,1617.099976,433
2012-08-10,1615.800049,1624.099976,1605.000000,1619.699951,1619.699951,1219
2012-08-12,null,null,null,null,null,null
2012-08-13,1622.000000,1623.699951,1607.300049,1609.599976,1609.599976,402
2012-08-14,1612.800049,1615.599976,1591.199951,1599.400024,1599.400024,910
2012-08-15,1593.800049,1604.599976,1592.000000,1603.699951,1603.699951,280
2012-08-16,1600.199951,1616.099976,1600.199951,1616.099976,1616.099976,199
2012-08-17,1617.800049,1617.800049,1611.400024,1616.300049,1616.300049,249
2012-08-19,null,null,null,null,null,null
2012-08-20,1614.000000,1621.400024,1611.599976,1620.099976,1620.099976,68
2012-08-21,1620.000000,1639.900024,1620.000000,1639.900024,1639.900024,258
2012-08-22,1638.400024,1653.099976,1635.000000,1637.400024,1637.400024,37
2012-08-23,1659.900024,1672.699951,1658.000000,1669.599976,1669.599976,141
2012-08-24,1665.800049,1669.800049,1662.199951,1669.800049,1669.800049,24
2012-08-26,null,null,null,null,null,null
2012-08-27,1674.900024,1674.900024,1663.900024,1672.400024,1672.400024,42
2012-08-28,1659.900024,1671.000000,1659.199951,1666.500000,1666.500000,51
2012-08-29,1667.199951,1667.300049,1659.800049,1659.800049,1659.800049,403
2012-08-30,1655.400024,1662.000000,1650.699951,1653.500000,1653.500000,418
2012-08-31,1658.599976,1690.000000,1646.199951,1684.599976,1684.599976,58
2012-09-02,null,null,null,null,null,null
2012-09-04,1689.099976,1698.000000,1687.699951,1692.900024,1692.900024,43
2012-09-05,1690.400024,1693.300049,1690.400024,1690.800049,1690.800049,82
2012-09-06,1696.400024,1712.400024,1696.400024,1702.599976,1702.599976,39
2012-09-07,1696.699951,1738.199951,1696.699951,1737.500000,1737.500000,109
2012-09-09,null,null,null,null,null,null
2012-09-10,1733.099976,1733.500000,1727.199951,1728.699951,1728.699951,14
2012-09-11,1736.000000,1736.000000,1731.800049,1731.800049,1731.800049,2
2012-09-12,1742.199951,1742.300049,1730.500000,1730.599976,1730.599976,15
2012-09-13,1728.699951,1769.099976,1728.699951,1769.099976,1769.099976,33
2012-09-14,1771.000000,1774.500000,1766.000000,1769.800049,1769.800049,25
2012-09-16,null,null,null,null,null,null
2012-09-17,1774.800049,1774.800049,1753.800049,1767.699951,1767.699951,54
2012-09-18,1766.300049,1768.400024,1766.300049,1768.400024,1768.400024,13
2012-09-19,1776.000000,1778.500000,1768.000000,1769.000000,1769.000000,27
2012-09-20,1769.099976,1771.300049,1760.599976,1767.699951,1767.699951,17
2012-09-21,1785.300049,1785.300049,1772.300049,1775.500000,1775.500000,10
2012-09-23,null,null,null,null,null,null
2012-09-24,1762.099976,1762.099976,1762.099976,1762.099976,1762.099976,4
2012-09-25,1772.599976,1772.699951,1763.800049,1763.800049,1763.800049,5
2012-09-26,1762.800049,1764.199951,1743.000000,1750.599976,1750.599976,15237
2012-09-27,1752.599976,1780.199951,1750.699951,1777.599976,1777.599976,6989
2012-09-28,1776.800049,1782.199951,1767.500000,1771.099976,1771.099976,2839
2012-09-30,null,null,null,null,null,null
2012-10-01,1766.000000,1791.000000,1763.300049,1780.500000,1780.500000,816
2012-10-02,1777.900024,1779.300049,1772.699951,1772.699951,1772.699951,94
2012-10-03,1772.199951,1779.900024,1771.900024,1777.300049,1777.300049,134
2012-10-04,1783.500000,1794.800049,1783.500000,1794.099976,1794.099976,199
2012-10-05,1792.199951,1792.199951,1776.599976,1778.599976,1778.599976,257
2012-10-07,null,null,null,null,null,null
2012-10-08,1778.000000,1778.000000,1766.800049,1773.500000,1773.500000,33
2012-10-09,1776.699951,1776.699951,1762.300049,1763.000000,1763.000000,24
2012-10-10,1762.400024,1764.199951,1758.099976,1763.199951,1763.199951,29
2012-10-11,1761.599976,1771.000000,1761.599976,1768.800049,1768.800049,30
2012-10-12,1769.500000,1769.500000,1753.599976,1758.000000,1758.000000,84
2012-10-14,null,null,null,null,null,null
2012-10-15,1750.000000,1750.000000,1729.900024,1736.000000,1736.000000,108
2012-10-16,1736.699951,1744.699951,1736.599976,1744.699951,1744.699951,15
2012-10-17,1749.400024,1751.500000,1746.000000,1751.500000,1751.500000,36
2012-10-18,1749.099976,1749.099976,1740.500000,1743.300049,1743.300049,27
2012-10-19,1741.099976,1741.099976,1721.000000,1722.800049,1722.800049,70
2012-10-21,null,null,null,null,null,null
2012-10-22,1715.000000,1728.300049,1715.000000,1725.099976,1725.099976,12
2012-10-23,1726.599976,1726.599976,1708.300049,1708.300049,1708.300049,75
2012-10-24,1708.400024,1708.500000,1698.599976,1700.500000,1700.500000,27
2012-10-25,1711.699951,1716.699951,1711.699951,1712.000000,1712.000000,33
2012-10-26,1706.099976,1716.199951,1706.099976,1710.900024,1710.900024,77
2012-10-28,null,null,null,null,null,null
2012-10-31,1714.400024,1724.500000,1714.400024,1717.500000,1717.500000,64
2012-11-01,1722.300049,1725.099976,1714.099976,1714.099976,1714.099976,24
2012-11-02,1711.300049,1711.300049,1674.099976,1674.099976,1674.099976,50
2012-11-04,null,null,null,null,null,null
2012-11-05,1682.800049,1683.099976,1674.300049,1682.199951,1682.199951,7
2012-11-06,1690.099976,1718.000000,1690.099976,1714.099976,1714.099976,47
2012-11-07,1707.699951,1726.500000,1703.699951,1713.199951,1713.199951,42
2012-11-08,1715.900024,1725.400024,1714.199951,1725.400024,1725.400024,34
2012-11-09,1733.699951,1734.099976,1727.599976,1730.300049,1730.300049,6
2012-11-11,null,null,null,null,null,null
2012-11-12,1733.199951,1733.400024,1730.300049,1730.300049,1730.300049,6
2012-11-13,1721.599976,1728.199951,1718.500000,1724.199951,1724.199951,12
2012-11-14,1722.000000,1729.500000,1722.000000,1729.500000,1729.500000,11
2012-11-15,1724.900024,1724.900024,1706.300049,1713.300049,1713.300049,10
2012-11-16,1710.000000,1714.300049,1706.900024,1714.300049,1714.300049,16
2012-11-18,null,null,null,null,null,null
2012-11-19,1721.800049,1734.000000,1721.800049,1734.000000,1734.000000,4
2012-11-20,1730.599976,1731.099976,1722.500000,1723.199951,1723.199951,21
2012-11-21,1725.800049,1727.900024,1725.800049,1727.900024,1727.900024,23
2012-11-23,null,null,null,null,null,null
2012-11-25,null,null,null,null,null,null
2012-11-26,1750.300049,1750.500000,1749.400024,1749.500000,1749.500000,24
2012-11-27,1746.400024,1746.400024,1742.199951,1742.199951,1742.199951,7
2012-11-28,1739.800049,1739.800049,1716.500000,1716.500000,1716.500000,276136
2012-11-29,1719.599976,1729.000000,1717.699951,1727.199951,1727.199951,65599
2012-11-30,1725.199951,1731.199951,1708.400024,1710.900024,1710.900024,3690
2012-12-02,null,null,null,null,null,null
2012-12-03,1714.900024,1721.900024,1714.500000,1719.599976,1719.599976,1238
2012-12-04,1716.300049,1716.800049,1691.599976,1694.400024,1694.400024,1428
2012-12-05,1697.099976,1706.000000,1685.000000,1692.400024,1692.400024,1262
2012-12-06,1694.300049,1702.099976,1686.400024,1700.300049,1700.300049,525
2012-12-07,1701.199951,1704.500000,1684.000000,1704.000000,1704.000000,169
2012-12-09,null,null,null,null,null,null
2012-12-10,1704.199951,1717.000000,1704.199951,1713.000000,1713.000000,88
2012-12-11,1710.000000,1714.099976,1705.900024,1708.199951,1708.199951,88
2012-12-12,1710.099976,1722.300049,1708.000000,1716.599976,1716.599976,195
2012-12-13,1707.199951,1707.199951,1689.900024,1695.599976,1695.599976,240
2012-12-14,1698.300049,1699.199951,1694.400024,1695.800049,1695.800049,72
2012-12-16,null,null,null,null,null,null
2012-12-17,1690.500000,1698.500000,1689.500000,1697.000000,1697.000000,65
2012-12-18,1701.400024,1702.800049,1661.000000,1669.500000,1669.500000,501
2012-12-19,1675.300049,1676.000000,1664.599976,1666.500000,1666.500000,76
2012-12-20,1667.900024,1671.000000,1637.599976,1644.900024,1644.900024,158
2012-12-21,1648.000000,1659.099976,1635.800049,1659.099976,1659.099976,78
2012-12-23,null,null,null,null,null,null
2012-12-24,null,null,null,null,null,null
2012-12-26,1654.500000,1666.699951,1654.500000,1659.800049,1659.800049,73
2012-12-27,1656.199951,1662.599976,1656.199951,1662.599976,1662.599976,446
2012-12-28,1664.000000,1664.000000,1653.699951,1654.900024,1654.900024,197
2012-12-30,null,null,null,null,null,null
2012-12-31,1655.400024,1677.099976,1655.400024,1674.800049,1674.800049,89
2013-01-02,1672.800049,1693.800049,1670.000000,1687.900024,1687.900024,35
2013-01-03,1686.099976,1686.800049,1662.000000,1673.699951,1673.699951,140
2013-01-04,1647.000000,1658.300049,1625.699951,1648.099976,1648.099976,199
2013-01-06,null,null,null,null,null,null
2013-01-07,1656.500000,1659.900024,1643.800049,1645.500000,1645.500000,49
2013-01-08,1647.699951,1661.500000,1647.699951,1661.500000,1661.500000,17
2013-01-09,1658.599976,1662.099976,1651.900024,1654.800049,1654.800049,9
2013-01-10,1672.500000,1677.300049,1672.500000,1677.300049,1677.300049,9
2013-01-11,1673.099976,1673.099976,1654.199951,1660.000000,1660.000000,147
2013-01-13,null,null,null,null,null,null
2013-01-14,1665.400024,1673.800049,1664.099976,1668.900024,1668.900024,10
2013-01-15,1671.599976,1684.300049,1671.599976,1683.400024,1683.400024,20
2013-01-16,1674.400024,1682.699951,1674.400024,1682.699951,1682.699951,11
2013-01-17,1676.400024,1694.599976,1671.000000,1690.400024,1690.400024,81
2013-01-18,1687.400024,1692.000000,1686.599976,1686.599976,1686.599976,14
2013-01-20,null,null,null,null,null,null
2013-01-22,1690.300049,1694.699951,1687.800049,1692.800049,1692.800049,15
2013-01-23,1691.300049,1693.699951,1685.199951,1686.300049,1686.300049,28
2013-01-24,1680.800049,1681.699951,1668.000000,1669.500000,1669.500000,13
2013-01-25,1663.000000,1663.000000,1656.400024,1656.400024,1656.400024,44
2013-01-27,null,null,null,null,null,null
2013-01-28,1651.599976,1655.500000,1651.599976,1652.400024,1652.400024,82
2013-01-29,1661.199951,1661.500000,1660.699951,1660.699951,1660.699951,145863
2013-01-30,1662.400024,1683.000000,1661.800049,1679.900024,1679.900024,44893
2013-01-31,1675.400024,1680.000000,1657.400024,1660.599976,1660.599976,6044
2013-02-01,1663.900024,1681.199951,1659.900024,1669.400024,1669.400024,3250
2013-02-03,null,null,null,null,null,null
2013-02-04,1668.000000,1676.500000,1661.599976,1675.300049,1675.300049,450
2013-02-05,1674.199951,1683.400024,1666.500000,1672.400024,1672.400024,353
2013-02-06,1672.199951,1678.500000,1668.000000,1677.699951,1677.699951,376
2013-02-07,1677.000000,1682.099976,1663.099976,1670.400024,1670.400024,475
2013-02-08,1671.500000,1672.500000,1664.800049,1666.000000,1666.000000,289
2013-02-10,null,null,null,null,null,null
2013-02-11,1666.500000,1668.000000,1643.699951,1648.199951,1648.199951,868
2013-02-12,1643.800049,1650.400024,1642.400024,1648.699951,1648.699951,85
2013-02-13,1652.199951,1652.300049,1640.199951,1644.199951,1644.199951,236
2013-02-14,1641.099976,1646.900024,1632.699951,1634.699951,1634.699951,219
2013-02-15,1633.199951,1633.900024,1599.500000,1608.800049,1608.800049,460
2013-02-17,null,null,null,null,null,null
2013-02-19,1610.000000,1617.000000,1599.699951,1603.599976,1603.599976,272
2013-02-20,1604.699951,1606.900024,1561.800049,1577.599976,1577.599976,278
2013-02-21,1568.500000,1581.199951,1555.199951,1578.199951,1578.199951,2019
2013-02-22,1580.000000,1585.400024,1572.400024,1572.400024,1572.400024,76
2013-02-24,null,null,null,null,null,null
2013-02-25,1579.400024,1596.000000,1577.699951,1586.199951,1586.199951,118
2013-02-26,1593.300049,1615.199951,1589.000000,1615.199951,1615.199951,1158
2013-02-27,1612.800049,1612.800049,1591.800049,1595.199951,1595.199951,700
2013-02-28,1596.000000,1601.599976,1575.099976,1577.699951,1577.699951,102
2013-03-01,1579.599976,1585.599976,1566.000000,1571.900024,1571.900024,68
2013-03-03,null,null,null,null,null,null
2013-03-04,1580.800049,1580.800049,1569.699951,1572.099976,1572.099976,64
2013-03-05,1577.599976,1585.500000,1571.400024,1574.599976,1574.599976,65
2013-03-06,1577.599976,1582.599976,1566.800049,1574.599976,1574.599976,106
2013-03-07,1580.000000,1583.500000,1573.900024,1574.800049,1574.800049,52
2013-03-08,1578.599976,1581.199951,1561.800049,1576.599976,1576.599976,68
2013-03-10,null,null,null,null,null,null
2013-03-11,1576.000000,1579.699951,1576.000000,1577.800049,1577.800049,1115
2013-03-12,1579.800049,1595.599976,1579.800049,1591.500000,1591.500000,159
2013-03-13,1592.300049,1596.000000,1585.000000,1588.300049,1588.300049,396
2013-03-14,1585.699951,1590.599976,1575.699951,1590.599976,1590.599976,137
2013-03-15,1590.500000,1594.400024,1590.199951,1592.500000,1592.500000,11
2013-03-17,null,null,null,null,null,null
2013-03-18,1605.900024,1607.699951,1601.599976,1604.599976,1604.599976,613
2013-03-19,1613.099976,1613.099976,1611.300049,1611.300049,1611.300049,202
2013-03-20,1610.000000,1612.500000,1606.199951,1607.500000,1607.500000,5
2013-03-21,1612.800049,1613.800049,1611.900024,1613.800049,1613.800049,7
2013-03-22,1611.000000,1611.000000,1604.099976,1606.199951,1606.199951,101
2013-03-24,null,null,null,null,null,null
2013-03-25,1607.099976,1607.800049,1596.099976,1604.599976,1604.599976,27
2013-03-26,1595.800049,1595.800049,1595.800049,1595.800049,1595.800049,165484
2013-03-27,1598.500000,1608.099976,1590.300049,1606.199951,1606.199951,50450
2013-03-28,1604.699951,1606.599976,1593.599976,1594.800049,1594.800049,4717
2013-03-29,null,null,null,null,null,null
2013-03-31,null,null,null,null,null,null
2013-04-01,1596.800049,1600.500000,1594.800049,1600.000000,1600.000000,688
2013-04-02,1599.199951,1602.599976,1574.099976,1575.099976,1575.099976,2289
2013-04-03,1575.699951,1576.400024,1549.199951,1552.800049,1552.800049,2171
2013-04-04,1557.300049,1557.300049,1539.099976,1551.800049,1551.800049,829
2013-04-05,1553.199951,1580.599976,1550.099976,1575.400024,1575.400024,1184
2013-04-07,null,null,null,null,null,null
2013-04-08,1575.800049,1577.800049,1567.800049,1572.000000,1572.000000,101
2013-04-09,1571.599976,1589.300049,1570.000000,1586.199951,1586.199951,215
2013-04-10,1584.400024,1586.000000,1557.000000,1558.300049,1558.300049,359
2013-04-11,1557.099976,1566.699951,1554.800049,1564.300049,1564.300049,1070
2013-04-12,1560.800049,1560.800049,1480.199951,1501.000000,1501.000000,881
2013-04-14,null,null,null,null,null,null
2013-04-15,1478.199951,1487.400024,1338.000000,1360.599976,1360.599976,1309
2013-04-16,1358.000000,1401.000000,1323.000000,1386.800049,1386.800049,619
2013-04-17,1373.199951,1394.199951,1370.199951,1382.199951,1382.199951,92
2013-04-18,1347.500000,1396.400024,1347.500000,1392.000000,1392.000000,57
